Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20210804ALBUM,https://www.wkrg.com/top-stories/mobile-police-investigating-report-of-shots-fired-at-burns-middle-school/ https://www.fox10tv.com/news/mobile_county/mpd-investigates-early-morning-shooting-at-burns-middle-school/article_37508968-f5d5-11eb-8e04-1b5845366127.html,2,Local,4,2021-08-04,Summer,Burns Middle School,Mobile,AL,Middle,Parking Lot,Outside on School Property,No,Night,03:06:00,Two teens shot in school parking lot,Two teens were shot in the parking lot of the school. One victim was found at the scene. The other was dropped off at a local hospital. Shooter fled. School was closed at the time of the shooting.,,,,No,No,No,No,No,,No,,No,2021,8,4,2021-08-11,2021-08-04T00:00:00Z,2021-08-11T00:00:00Z
20210727WATYS,https://www.kiro7.com/news/local/deputies-investigate-shooting-seatac/KTWOOPAW45GZBMESMFPOCARTUQ/ https://seatacblog.com/2021/07/27/police-investigating-shooting-near-tyee-high-schoo-in-seatac-tuesday-night/ https://www.q13fox.com/news/deputies-investigating-shooting-at-tyee-high-school-in-seatac,3,Local,4,2021-07-27,Summer,Tyee High School,SeaTac,WA,High,Basketball Court,Outside on School Property,No,Night,21:18:00,Adult man fatally shot on school basketball court,An adult male was fatally shot on the school's basketball court. Shooting had multiple witnesses. Shooter fled. ,,,No,No,No,No,No,No,,No,,No,2021,7,27,2021-08-03,2021-07-27T00:00:00Z,2021-08-03T00:00:00Z
20210721ILTHC,https://www.fox32chicago.com/news/boy-killed-28-wounded-wednesday-in-chicago-city-sees-3-mass-shootings-in-single-day https://chicago.suntimes.com/crime/2021/7/22/22588357/1-killed-28-wounded-shootings-wednesday-chicago,2,Local,3,2021-07-21,Summer,Theodore Herzl Elementary School,Chicago,IL,Elementary,Front of School,Outside on School Property,No,Evening,18:05:00,5 people shot outside of elementary school,"5 people were shot outside of the elementary school. Class was not in session. An 18-year-old male was critically injured. A 15-year-old male, 14-year-old male, 17-year-old male, and 22-year-old male were wounded and transported to the hospital.  ",Drive-by Shooting,,,No,No,No,No,No,,No,,No,2021,7,21,2021-07-28,2021-07-21T00:00:00Z,2021-07-28T00:00:00Z
20210719TXCAC,https://www.fox44news.com/news/local-news/projectile-fired-at-caldwell-high-school-students-in-parking-lot/ https://www.kwtx.com/2021/07/19/four-teens-accused-firing-projectiles-caldwell-high-school/ https://www.kxxv.com/news/local-news/four-teenagers-identified-as-suspects-in-caldwell-hs-projectile-incident,3,Local,4,2021-07-19,Summer,Caldwell High School,Caldwell,TX,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,13:01:00,"Teen in a vehicle fired ""hydroball"" gun at students in the parking lot","Four teens inside a vehicle, 16-year-old male, 16-year-old male, 16-year-old female, and 14-year-old female, fired shots from a ""hydroball"" gun at students in the parking lot. Two students sustained minor injuries. Police stopped the vehicle after it left the school. The gun had been painted black to look like a realistic firearm. All four teens were arrested. ",Drive-by Shooting,Random Shooting,Yes,No,No,No,No,No,No,No,,No,2021,7,19,2021-07-26,2021-07-19T00:00:00Z,2021-07-26T00:00:00Z
20210718ARFOL,https://www.kark.com/news/local-news/little-rock-police-investigating-shooting-near-elementary-school-no-injuries-reported/,1,Local,3,2021-07-18,Summer,Forest Park Elementary,Little Rock,AL,Elementary,Basketball Court,Outside on School Property,No,Not a School Day,18:01:00,Shots fired on school basketball court,"Shot were fired on the basketball court of the school. Two people were present at the time of the shooting, both fled before police arrived. No injuries reported.",,,No,No,No,No,No,No,,No,,No,2021,7,18,2021-07-25,2021-07-18T00:00:00Z,2021-07-25T00:00:00Z
20210709KSCAW,https://www.kake.com/story/44277095/authorities-searching-for-suspect-who-led-officers-on-chase-in-south-wichita https://www.kwch.com/2021/07/10/police-man-dies-vehicle-fire-following-chase-with-shots-fired-south-wichita/,2,Local,4,2021-07-09,Summer,Campus High School,Wichita,KS,High,Field (General),Outside on School Property,No,Not a School Day,15:00:00,"Following police chase, vehicle crashed and caught fire on the field in front of the high school, driver fired shots at officers","Following a police chase, a man driving a vehicle crashed onto the field in front of the high school. He fired shots from the vehicle at police officers. The vehicle caught fire and he died inside it. His wife said that he was suicidal. ",Suicide/Attempted,Random Shooting,No,No,No,No,No,No,No,No,,No,2021,7,9,2021-07-16,2021-07-09T00:00:00Z,2021-07-16T00:00:00Z
20210708ILBEC,https://chicago.cbslocal.com/2021/07/08/pilsen-shooting-near-juarez-high-school/ https://chicago.suntimes.com/2021/7/8/22568760/2-shot-near-juarez-high-school-on-west-side,2,Local,4,2021-07-08,Summer,Benito Juarez Community Academy,Chicago,IL,High,Front of School,Outside on School Property,Yes,Afternoon Classes,12:09:00,Teen student bystander struck during shooting resulting from fight between 2 adult women,Shots were fired during a fight between two adult women in front of the school. A vehicle stopped near them and someone inside started shooting. Students were attending summer programs at the time of the shooting. A 34-year-old female involved in the fight was shot in the neck. A 16-year-old male student at the school was shot in the leg. School was locked down for one hour and then students were released to their parents. ,Drive-by Shooting,Both,,No,No,No,No,No,,No,,No,2021,7,8,2021-07-15,2021-07-08T00:00:00Z,2021-07-15T00:00:00Z
20210704NYDRR,https://www.democratandchronicle.com/story/news/2021/07/05/two-rochester-shootings-leave-four-victims-all-expected-live/7864450002/ https://www.democratandchronicle.com/story/news/2021/07/04/rochester-ny-shooting-teenage-boy-found-falmouth-street-greece-driving-park-lark/7861094002/,2,Local,3,2021-07-04,Summer,Dr. Louis A. Cerulli School No. 34,Rochester,NY,High,Parking Lot,Outside on School Property,No,Night,01:00:00,Teen sitting in vehicle shot during drive-by in school parking lot,A 16-year-old male was sitting inside a vehicle in the school parking lot when shots were fired from another vehicle. He was driven 2 miles from the scene before the other occupants called 9-1-1. Shooter fled.,Drive-by Shooting,,,No,No,No,No,No,,No,,No,2021,7,4,2021-07-11,2021-07-04T00:00:00Z,2021-07-11T00:00:00Z
20210628CASLF,https://www.yourcentralvalley.com/news/local-news/driver-crashes-into-central-fresno-school-fence-after-being-shot-police-say/,3,Local,4,2021-06-28,Summer,Slater Elementary School,Fresno,CA,Elementary,Field (General),Outside on School Property,No,Not a School Day,09:00:00,Shot fired at vehicle that crashed through fence onto school property,Shot were fired by the occupants of one vehicle at another vehicle that crashed into the fence and onto school property. Driver of the crashed vehicle was shot and fled across the school grounds. He was picked up and driven to a local hospital. Police recovered shell casings near the crashed vehicle. No students or staff were injured. School closed for summer break.,Drive-by Shooting,Victims Targeted,,No,No,No,No,No,,No,,No,2021,6,28,2021-07-05,2021-06-28T00:00:00Z,2021-07-05T00:00:00Z
20210624ILABR,https://wrex.com/2021/06/24/man-shot-in-vehicle-in-front-of-lincoln-middle-school/ https://www.wifr.com/2021/06/25/man-shot-jaw-heading-home-work-near-rockford-school/,2,Local,3,2021-06-24,Summer,Abraham Lincoln Middle School,Rockford,IL,Middle,Front of School,Outside on School Property,No,Evening,19:35:00,"Man shot while driving, crashed his vehicle on the front lawn of the school",An adult male was shot in the jaw while driving near the school. He lost control of his vehicle and ended up in the middle of the front lawn of the school. The shots were fired from another vehicle that fled the scene. No students or staff were involved.,Drive-by Shooting,,,No,No,No,No,No,,No,,No,2021,6,24,2021-07-01,2021-06-24T00:00:00Z,2021-07-01T00:00:00Z
20210620CAGRM,https://www.abc10.com/article/news/crime/shooting-modesto-area-school/103-1e2417eb-7886-4cc7-a3f9-e1fa4e7435e4 https://www.modbee.com/news/local/crime/article252255833.html,3,Local,3,2021-06-20,Summer,Modesto Christian School,Modesto,CA,K-12,Parking Lot,Outside on School Property,No,Not a School Day,06:30:00,Armed security guard fired at man who attempted to run him over with vehicle,Two armed security guards approached a man who appeared to be stealing the catalytic converter of a school vehicle parking in the parking lot. The man got in a vehicle and attempted to run over the security officer. The security officer fired at him and the man was detained. The school was closed at the time of the shooting and no students were present. ,Illegal Activity,Neither,No,No,No,No,No,No,No,No,,No,2021,6,20,2021-06-27,2021-06-20T00:00:00Z,2021-06-27T00:00:00Z
20210614TXEAF,https://www.dallasnews.com/news/crime/2021/06/15/robbery-results-in-2nd-shooting-in-a-week-outside-fort-worths-eastern-hills-high-school/ https://www.star-telegram.com/news/local/crime/article252126168.html,2,Local,4,2021-06-14,Summer,Eastern Hills High School,Fort Worth,TX,High,Parking Lot,Outside on School Property,No,Evening,19:30:00,Man shot during robbery in school parking lot,A man was shot in the hand during an attempted robbery in the school parking lot. Shooter fled in a vehicle driven by an 18-year-old female who was arrested following a police chase. The shooter fled the vehicle on foot and escaped from police. Youth sports events were taking place at the school when the shooting occurred.,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,No,No,,No,2021,6,14,2021-06-21,2021-06-14T00:00:00Z,2021-06-21T00:00:00Z
20210614NCROR,https://www.robesonian.com/news/146889/police-in-rowland-investigate-shooting-of-cars-in-school-parking-lot https://news.yahoo.com/police-rowland-investigate-shooting-cars-191200021.html,2,Local,4,2021-06-14,Summer,Rowland Middle School,Rowland,NC,Middle,Parking Lot,Outside on School Property,No,Evening,18:00:00,"6 vehicles shot in school parking lot, several individuals fired shots",Several people fired multiple shots in the school parking lot striking 6 different vehicles. Community members were playing basketball inside the open gym when the shooting occurred. No injures. Shooters fled. Motive unknown.,,,Yes,No,No,No,No,No,,No,,No,2021,6,14,2021-06-21,2021-06-14T00:00:00Z,2021-06-21T00:00:00Z
20210614NCRJW,https://journalnow.com/news/local/crime-and-courts/suspect-in-hanes-park-shooting-has-long-criminal-history-charges-include-assault-and-armed-robbery/article_7fe1f468-cdf4-11eb-8906-6fc0f6b510ef.html https://www.wxii12.com/article/winston-salem-police-presence-near-hanes-park-west-end/36720594,10,Local,4,2021-06-14,Summer,R.J. Reynolds High School,Winston-Salem,NC,High,Beside Building,Outside on School Property,No,Not a School Day,15:55:00,"Police chase ended at school, man fired shots at police and fled on foot across campus","A 26-year-old man killed his mother and grandmother in their home. Fired shots at police during 4-mile chase that concluded when he crashed near the gym at the school. Shooter fired shots from both a semi-automatic rifle and handgun at police officers and then fled across the school campus to a nearby park where he was fatally shot by officers. Shooter had prior felony convictions, history of mental illness, and history of violent behavior. School was closed at the time of the incident. ",Domestic w/ Targeted Victim,Both,No,No,No,No,No,Yes,No,No,,Yes,2021,6,14,2021-06-21,2021-06-14T00:00:00Z,2021-06-21T00:00:00Z
20210613PAWIP,https://6abc.com/young-man-shot-and-killed-near-philadelphia-school/10787708/,1,Local,3,2021-06-13,Summer,William Dick School,Philadelphia,PA,K-8,Basketball Court,Outside on School Property,No,Night,23:30:00,Man shot on the school basketball court,An unidentified male (young adult or teen) was fatally shot multiple times on the school basketball court. Shooter fled the scene. CCTV recorded the shooting. School was closed at the time of the shooting.,,Victims Targeted,No,No,No,No,No,No,,No,,No,2021,6,13,2021-06-20,2021-06-13T00:00:00Z,2021-06-20T00:00:00Z
20210613PAPAC,https://www.wgal.com/article/man-found-shot-in-columbia/36709512,1,Local,3,2021-06-13,Summer,Park Elementary School,Columbia,PA,Elementary,Parking Lot,Outside on School Property,No,Not a School Day,08:00:00,Elderly man shot himself in the school parking lot,A 78-year-old man was found in the school parking lot with a self-inflicted gunshot wound to the chest. He was transported in critical condition. No students or staff were present.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,,2021,6,13,2021-06-20,2021-06-13T00:00:00Z,2021-06-20T00:00:00Z
20210612MOMCF,https://www.kansascity.com/news/state/missouri/article252076968.html https://www.stltoday.com/news/local/crime-and-courts/feud-leads-to-teens-murder-at-mccluer-north-high-school-police-say/article_620b0518-6f22-5342-973e-b803a26ca7b0.html https://www.kmov.com/news/man-charged-after-18-year-old-found-shot-to-death-at-mccluer-north-high-school/article_c8c0144c-cb94-11eb-9744-9bdc5db88603.html,3,Local,3,2021-06-12,Summer,McCluer North High School,Florissant,MO,High,Outside on School Property,Outside on School Property,No,Night,01:00:00,Teen shot and killed by another teen on school campus late at night,"Police responded to shot fired and found an 18-year-old male who was fatally shot. The following day, an 18-year-old male was arrested and charged with first degree murder. The two teens had an on-going feud. No other details available.",Escalation of Dispute,Victims Targeted,,No,No,No,,No,No,No,,No,2021,6,12,2021-06-19,2021-06-12T00:00:00Z,2021-06-19T00:00:00Z
20210610CTHOW,https://www.ctpost.com/news/article/Police-2-arrested-after-gunfire-at-Waterbury-16241293.php https://www.fox61.com/article/news/local/waterbury-connecticut-shots-fired-school-holy-cross-high-school/520-971b6000-fe54-4aaa-a121-eccb97a93d00,2,Local,4,2021-06-10,Summer,Holy Cross High School,Waterbury,CT,High,Field (General),Outside on School Property,No,Before School,06:00:00,Adult men fired multiple shots on school baseball field during illegal arms sale,Police responded for shots fired and found two adult men (41 and 45) walking around the baseball field. The men said they were looking for a child's toy. Police found evidence of gunfire and arrested both men. A handgun with an illegal high capacity magazine was found in their vehicle. Charged with firing a weapon and illegal sale of a weapon. No students or staff injured. No property damage at the school. ,Illegal Activity,Neither,Yes,No,No,No,No,No,No,No,,No,2021,6,10,2021-06-17,2021-06-10T00:00:00Z,2021-06-17T00:00:00Z
20210609VAWIR,https://roanoke.com/news/local/crime-and-courts/student-injured-in-shooting-outside-roanokes-berglund-center-before-high-school-graduation-practice/article_b85b6bf0-c95b-11eb-a683-8fad1e1b18c0.html https://www.wfxrtv.com/news/local-news/roanoke-valley-news/roanoke-police-on-scene-of-incident-at-berglund-center/,5,National,4,2021-06-09,,William Fleming High School,Roanoke,VA,High,Parking Lot,Outside on School Property,No,Sport Event,14:00:00,Student shot in parking lot during graduation rehearsal,A student was shot and transported to the hospital following a fight in the parking lot during graduation rehearsal. 300 students were onsite at the time of the shooting. Students sheltered inside the auditorium for 90 minutes while police searched the scene. Shooter fled the scene. ,Escalation of Dispute,,No,No,No,No,No,No,,No,,No,2021,6,9,2021-06-16,2021-06-09T00:00:00Z,2021-06-16T00:00:00Z
20210609TXNOH,https://www.khou.com/article/news/crime/north-forest-school-shooting-student-shot-in-hand-suspect-flees/285-d5e61714-3b20-43bc-82ac-c31357310e69 https://abc13.com/student-shot-school-shooting-houston-police-north-forest-high/10766549/,5,Local,4,2021-06-09,Summer,North Forest High School,Houston,TX,High,Parking Lot,Outside on School Property,Yes,School Event,10:20:00,Student bystander shot during fight following graduation rehearsal,"An 18-year-old male student was sitting inside a vehicle in the school parking lot when he was shot in the hand. The shot was fired during a fight between students, the student struck was no involved. Graduation rehearsal had just finished and students were leaving the school. An 18-year-old student was arrested and charged. SRO was present at the school and immediately reported that it was not an active shooter situation. School was not locked down.",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,,No,2021,6,9,2021-06-16,2021-06-09T00:00:00Z,2021-06-16T00:00:00Z
20210608PAMUS,https://www.yahoo.com/news/shooting-charges-against-teen-held-191600602.html https://www.sharonherald.com/news/local_news/teen-charged-in-shooting-near-musser-school/article_2e5f6a90-2c16-5ff2-b16b-1ff0cdda61a6.html,5,Local,4,2021-06-08,Summer,Musser Elementary School,Sharon,PA,Elementary,Parking Lot,Outside on School Property,No,Evening,20:42:00,Teen fired multiple shots during dispute with other teens,A 17-year-old male fired multiple in the parking lot and alley area of the school during a dispute with other teens. Children were on the playground of the school during the shooting. Shooter fled in a vehicle driven by another teen. Vehicle was stopped and the shooter was arrested. ,Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,,No,10,No,2021,6,8,2021-06-15,2021-06-08T00:00:00Z,2021-06-15T00:00:00Z
20210608KSHAK,https://fox4kc.com/news/neighbors-shocked-to-hear-gunfire-outside-kck-elementary-leaving-15-year-old-dead/ https://fox4kc.com/news/teenager-injured-in-kansas-city-kansas-shooting-near-elementary-school/ https://www.kmbc.com/article/teen-suffers-life-threatening-injuries-in-shooting-near-kck-elementary-school-1623185816/36665363,3,Local,4,2021-06-08,Summer,Hazel Grove Elementary,Kansas City,KS,Elementary,Front of School,Outside on School Property,Yes,Afternoon Classes,12:00:00,Teen walking in front of school fatally shot by drive-by,A 15-year-old male was walking in front of the school when a vehicle stopped next to him. The shooter called out to the victim and then fatally shot him. Multiple people were in the vehicle. The shooter fled the scene. Students and staff outside of the school witnessed the shooting. School went on lockdown for 30 minutes while police cleared the scene. School was dismissed early.,Drive-by Shooting,Victims Targeted,Yes,No,No,No,No,No,,No,,No,2021,6,8,2021-06-15,2021-06-08T00:00:00Z,2021-06-15T00:00:00Z
20210607TXEAF,https://www.nbcnews.com/news/us-news/16-year-old-critical-condition-after-getting-shot-outside-texas-n1269945,10,National,4,2021-06-07,,Eastern Hills High School,Fort Worth,TX,High,Parking Lot,Outside on School Property,No,Sport Event,17:20:00,Teen shot in the neck during fight outside school gym during sporting event ,A 17-year-old teen was shot in the neck during a fight in the school parking lot near the gym. A volleyball was about to begin and was cancelled. Shooter fled the scene. ,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,,No,,No,2021,6,7,2021-06-14,2021-06-07T00:00:00Z,2021-06-14T00:00:00Z
20210606VADRA,https://newsroom.arlingtonva.us/release/police-investigate-shots-fired-in-green-valley-neighborhood/ https://www.arlnow.com/2021/06/06/acpd-investigating-early-morning-gunfire-outside-elementary-school/,2,Local,4,2021-06-06,,Dr. Charles R. Drew Elementary School,Arlington,VA,Elementary,Parking Lot,Outside on School Property,No,Night,02:17:00,Shots fired in parking lot during fight involving large crowd,Shot were fired in the parking lot and field area of the school when a large crowd gathered. Shooter fled the scene. No injuries were reported. Police found shell casings from 2 different weapons.,Escalation of Dispute,Random Shooting,Yes,No,No,No,No,No,,No,,No,2021,6,6,2021-06-13,2021-06-06T00:00:00Z,2021-06-13T00:00:00Z
20210601ILLIC,https://chicago.cbslocal.com/2021/06/08/teen-boy-charged-shooting-lincoln-park-high-school/ https://chicago.suntimes.com/crime/2021/6/1/22464264/teen-boy-17-wounded-in-lincoln-park-shooting-gun-violence https://chicago.cbslocal.com/2021/06/01/lincoln-park-parking-lot-shooting/,3,Local,3,2021-06-01,Summer,Lincoln Park High School,Chicago,IL,High,Parking Lot,Outside on School Property,No,Evening,19:30:00,"Teen shot in school parking lot, shooter fled",A 17-year-old teen was grazed by a bullet in the school parking lot. Shooter fled. The school was closed at the time of the shooting. Police arrested a 17-year-old male on 6/8/2021 and charged him as a juvenile with illegal weapon possession and aggravated discharge of a firearm based on CCTV footage.,,,No,No,No,No,,No,,No,,No,2021,6,1,2021-06-08,2021-06-01T00:00:00Z,2021-06-08T00:00:00Z
20210525NJPAP,https://www.tapinto.net/sections/police-and-fire/articles/paterson-police-foot-patrol-seize-high-powered-weapon-from-15-year-old-near-school https://pix11.com/news/local-news/new-jersey/high-powered-war-zone-weapon-confiscated-from-15-year-old-near-paterson-school/,2,Local,2,2021-05-25,Spring,Paterson School 6,Paterson,NJ,Elementary,Front of School,Off School Property,Yes,Afternoon Classes,,Police responded for shots fired and detained teen with high-powered firearm,"Police working a foot patrol near the elementary school responded for gunshots fired. They detained a 15-year-old male with a high-powered firearm equipped with a pistol grip, scope, and extended magazine. No students or staff were involved or injured.  ",,Random Shooting,No,No,No,No,No,No,,No,,No,2021,5,25,2021-06-01,2021-05-25T00:00:00Z,2021-06-01T00:00:00Z
20210517TXBRE,https://www.elpasotimes.com/story/news/local/el-paso/2021/07/17/parents-plan-sue-episd-after-girl-shot-bb-gun-school/7982507002/ https://www.ktsm.com/news/local-news/parents-file-lawsuit-against-episd-after-middle-school-girl-shot-multiple-times-with-bb-gun-on-campus/,2,Local,3,2021-05-17,Spring,Brown Middle School,El Paso,TX,Middle,Classroom,Inside School Building,Yes,Afternoon Classes,,Student pointed BB gun at a female student in the classroom and then fired at students in the hallway,"A student pointed a black BB gun at a student inside a classroom. The teacher told him to put the gun away. 30 minutes later in the hallway, the shooter fired 7-8 shots at other students injuring 2 students. ",Indiscriminate Shooting,Both,No,No,No,No,,No,No,,8,No,2021,5,17,2021-05-24,2021-05-17T00:00:00Z,2021-05-24T00:00:00Z
20210517TNAUM,https://www.localmemphis.com/article/news/crime/man-crashes-into-school-on-summer-ave-after-being-shot/522-fc5dc3b7-6b9c-4c40-8ad8-52874d9f331d https://wreg.com/news/police-man-crashes-into-summer-avenue-building-after-shooting/ https://www.fox13memphis.com/news/local/mpd-man-crashes-into-building-after-being-shot-one-being-questioned/MQGVFMG37RD3JFJWEONK2LLNQU/,3,Local,4,2021-05-17,Spring,Aurora Collegiate Academy,Memphis,TN,Elementary,Front of School,Off School Property,Yes,Morning Classes,07:45:00,Man in vehicle shot and crashed vehicle into the front of the school,A 51-year-old male was eating breakfast at a diner across the street from the school. He saw another man attempting to break into his vehicle. He confronted the man and then fired shots when the victim (attempted thief) fled the scene in a van. The victim was stuck and crashed into the front of the school building near the front door. No students or staff were injured. The school was locked down and dismissed. ,Illegal Activity,Victims Targeted,No,No,No,No,No,No,No,No,,No,2021,5,17,2021-05-24,2021-05-17T00:00:00Z,2021-05-24T00:00:00Z
20210517MDLOC,https://www.howardcountymd.gov/LinkClick.aspx?fileticket=Qo_2iA1NhhM%3D&tabid=1925&portalid=0 https://baltimore.cbslocal.com/2021/05/17/2-arrested-with-loaded-gun-in-long-reach-high-schools-parking-lot/,2,Local,4,2021-05-17,Spring,Long Reach High School,Columbia,MD,High,Parking Lot,Outside on School Property,Yes,Morning Classes,09:25:00,"Domestic dispute in dropoff lane, both arrested with handguns","Police were notified of a domestic dispute with an armed person in the dropoff lane of the school. A police officer already at the school (not a SRO) responded and detained a 18-year-old male and a 20-year-old female. Both of had handguns are were arrested for possession of guns on school property. One of the suspects was dropping off a student at the time of the incident. No shots were fired and no students or staff were injured. One of the handguns recovered was an unregistered ""ghost gun"". ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,0,No,2021,5,17,2021-05-24,2021-05-17T00:00:00Z,2021-05-24T00:00:00Z
20210514CASAS,https://www.yahoo.com/news/young-man-dies-protecting-girlfriend-171128499.html https://sanfrancisco.cbslocal.com/2021/05/14/suspects-sought-shooting-san-mateo/ https://www.mercurynews.com/2021/05/15/san-mateo-19-year-old-shot-and-killed-friday-night-near-high-school/,10,National,4,2021-05-14,Spring,San Mateo High School,San Mateo,CA,High,Parking Lot,Outside on School Property,No,Night,21:00:00,Teen fatally shot inside car in the school parking lot during attempted carjacking,A 19-year-old male was fatally shot inside a vehicle in the parking lot of the school. 3 suspects attempted carjacking and were seen running from the scene. School was closed at the time of the shooting. Victim's girlfriend was also inside the vehicle at the time of the shooting.,Illegal Activity,Victims Targeted,Yes,No,No,No,No,No,,No,,No,2021,5,14,2021-05-21,2021-05-14T00:00:00Z,2021-05-21T00:00:00Z
20210511NYPSB,https://nypost.com/2021/05/11/four-people-shot-including-two-teens-in-nyc-shootings/ https://twitter.com/NYPDnews/status/1397704104932220929 https://www.audacy.com/1010wins/news/local/police-search-for-teen-in-skull-mask-in-brooklyn-shooting https://pix11.com/news/local-news/brooklyn/16-year-old-shot-outside-school-brownsville-suspect-images/,3,Local,4,2021-05-11,Spring,P.S. 178 Saint Clair Mckelway Grade School,Brooklyn,NY,K-8,Front of School,Outside on School Property,No,Evening,17:02:00,Teen shot in front of school during fight that escalated into shooting,"16 year-old-male was involved in an argument with another teen. The teen pulled out a handgun, shot the victim in the leg, and then fled the scene. CCTV showed a shooter wearing a mask and police have not been able to identify the suspect.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,,No,1,No,2021,5,11,2021-05-18,2021-05-11T00:00:00Z,2021-05-18T00:00:00Z
20210511CAVEL,https://abc7.com/bus-carrying-high-school-students-shot-at-on-105-fwy/10627430/ https://www.loscerritosnews.net/2021/05/14/verbum-dei-hs-bus-carrying-shot-at-on-105-freeway-in-bellflower/,2,Local,4,2021-05-11,Spring,Verbum Dei High School,Los Angeles,CA,High,School Bus,School Bus,Yes,Afternoon Classes,15:00:00,School bus windows shot by pellet gun on freeway,"A charter bus carrying shot school students was shot by a pellet gun multiple times on the freeway. No injuries. $8,000 in damage to the bus. ",Intentional Property Damage,Random Shooting,No,No,No,No,No,No,No,No,,No,2021,5,11,2021-05-18,2021-05-11T00:00:00Z,2021-05-18T00:00:00Z
20210506SCFOC,https://www.wistv.com/2021/05/06/fort-jackson-trainee-arrested-after-emergency-incident-school-bus-full-children/ https://www.nbcnews.com/news/amp/ncna1266514,2,National,4,2021-05-06,Spring,Forest Lake Elementary,Columbia,SC,Elementary,School Bus,School Bus,Yes,Before School,07:00:00,Army trainee jumped the fence of the fort with a rifle then hijacked school bus full of students,"A 23-year-old Army trainee jumped over the fence of Fort Jackson wearing his physical training uniform and armed with a rifle. He stopped a school bus, got on the bus, and ordered the driver to take him to the next town. When the driver refused, the shooter became frustrated. He forced all 18 students to come to the front of the bus and continued to threaten the driver. He then ordered the students and the driver off of the bus and drove it a short distance before abandoning it. He fled on foot and was arrested. After the incident, officials determined that the rifle was not loaded. No shots were fired and no students were injured.",Hostage/Standoff,Random Shooting,No,Yes,No,No,No,No,No,No,0,Yes,2021,5,6,2021-05-13,2021-05-06T00:00:00Z,2021-05-13T00:00:00Z
20210506IDRIR,https://localnews8.com/news/top-stories/2022/04/07/documents-shed-light-on-rigby-middle-school-shooting/ https://www.usatoday.com/story/news/nation/2021/05/06/rigby-middle-school-shooting-idaho-3-injured-student-custody/4973739001/ https://www.nbcnews.com/news/us-news/two-children-one-adult-wounded-idaho-middle-school-shooting-n1266544 https://apnews.com/article/idaho-rigby-middle-school-shooting-0f01cf5dc5aa04c3b2574a4c8379be9a?utm_medium=AP&utm_source=Twitter&utm_campaign=SocialFlow,500,International,4,2021-05-06,Spring,Rigby Middle School,Rigby,ID,Middle,Inside School Building,Both Inside/Outside,Yes,Morning Classes,09:15:00,Female student pulled handgun from backpack and fired at 1 person inside the school and 2 people outside before being disarmed by a teacher,"A 12-year-old female student pulled a handgun outside of her backpack inside the school and fired at one person. She then walked outside and fired at 2 more people. Students began to run away and she fired shots at them. Based on CCTV footage, she appeared to target the first victims and then fire randomly at the fleeing students. Two students and the school janitor were injured. The shooter was disarmed by a female teacher who held her down until police arrived. All three victims were transported to the hospital in stable condition. She had a second gun and 2 knives in her backpack. Hitlist was found at her home with statements that she planned to kill 20 people and wound 40-60 others.",Indiscriminate Shooting,Both,No,No,No,No,,No,No,Yes,99,Yes,2021,5,6,2021-05-13,2021-05-06T00:00:00Z,2021-05-13T00:00:00Z
20210505SCWAW,https://www.wyff4.com/article/student-dies-after-shooting-himself-in-ware-shoals-high-school-parking-lot/36341438# https://www.foxcarolina.com/update-on-student-who-shot-themselves-at-ware-shoals-high-school/video_6e9f8fe3-a145-5e14-8ba2-8c6ede8871ae.html https://www.foxcarolina.com/news/greenwood-co-high-school-on-lockdown-for-shooting/article_004aee4a-ada0-11eb-a1c9-cb163d9b6810.html?block_id=685196 https://www.foxcarolina.com/4-00pm-news-update/video_97bbf1da-2386-5c5c-aaa1-2a7fbcb0009b.html?block_id=996030,10,Regional,4,2021-05-05,Spring,Ware Shoals High School,Ware Shoals,SC,High,Parking Lot,Outside on School Property,Yes,School Start,08:05:00,Student got out of his car with a handgun and then shot himself in the head,"A student and his friend (also a student) were sit inside his car in the school parking lot. The school safety officer noticed them and told them to go inside because class had started. The safety officer noticed a vaping device in the car that he confiscated. When the student got out of the car, the safety officer noticed a gun in his waistband. The student then ran up a hill and shot himself in the head. The principal and two students witnessed the shooting. ",Suicide/Attempted,,No,No,No,No,,No,No,,1,No,2021,5,5,2021-05-12,2021-05-05T00:00:00Z,2021-05-12T00:00:00Z
