Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI,Year,Month,Day,Date_Week_Later,Query_Date,Query_Date_Week_Later
20120827MDPEP,http://www.baltimoresun.com/news/maryland/baltimore-county/perry-hall/bs-md-gladden-sentencing-20130225-story.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,100,International,5,2012-08-27,Summer,Perry Hall High School,Perry Hall,MD,High,Cafeteria,Inside School Building,Yes,Morning Classes,10:45 AM,"Fired shotgun in cafeteria, tackled by school employee and other students","Shooter fired shotgun in the cafeteria at the start of the school day and hit a special needs student in the back. A school guidance counselor attempted to subdue him and a 2nd shot was fired in the ceiling. Many members of the staffed rushed and the SRO subdued him. Allegedly, shooter attended morning classes, went to the restroom where he assembled a 12-gauge shotgun and headed to the cafeteria. Most students were still in class and went on lockdown. Shooter brought 21 rounds of ammunition and a bottle of vodka to school as well. Suspect posted on social media the morning of the shooting. Shooter talked on a recorded phone from the jail about wishing he was at Sandy Hook and not caring if his victims die. Students reported that shooter bullied other students. Shooter reported he meant to kill more people, and that ""he'd been having suicidal thought for over 6 years, not because he hates himself but because he doesn't like people and he doesn't see the point in life since we die in the end"". Parents had been divorced and there have been suicides in the family but judge threw out mental health claims. Sentenced as an adult to 35 years in prison. Police searched shooter's home and found 11 guns, including shotguns, rifles, a 9mm handgun and two antique pistols, and police also found marijuana. Shooter's father had a criminal past too. In 2010 police executed a search warrant at his home, looking for drugs and guns. Police seized a 12-gauge shotgun, along with marijuana, and prosecutors later sought the forfeiture of the shotgun and a .45-caliber handgun. Shooter's stepfather is facing charges for illegal gun possession, as he had previous grand theft charges, and drug possession.",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,2,Yes,2012,8,27,2012-09-03,2012-08-27T00:00:00Z,2012-09-03T00:00:00Z
20120824GABAH,https://921wlhr.com/banks-county-hs-students-mourn-loss-of-two-classmates/,,,3,2012-08-24,Summer,Banks County High School,Homer,GA,High,Bathroom,Inside School Building,Yes,Morning Classes,8:00 AM,15 YOM student shot self in school bathroom,15 YOM student shot self in head in school bathroom. School officials described the students as being very troubled for a long time. School was locked down for 4 hours following shooting.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,,2012,8,24,2012-08-31,2012-08-24T00:00:00Z,2012-08-31T00:00:00Z
20120816TNHAM,http://www.wmcactionnews5.com/story/19307558/students-shot-at-outside-memphis-high-school,1-5,Local,2,2012-08-16,Summer,Hamilton High School,Memphis,TN,High,Front of School,Outside on School Property,No,Evening,5:00 PM,Gang retaliation for prior incident,"Gang-related shooting (allegedly by ʺGrape Street Crips"") in retaliation for a shooting the previous week. Shots coming from across the street were fired at 2 students (allegedly ""Bloods"") but nobody was injured. Allegedly a member of the Crips later told police the shooting was retaliation against a Bloods gang member. A lot of gang activity reported in the area.",Escalation of Dispute,Victims Targeted,,No,No,No,No,No,Yes,No,,,2012,8,16,2012-08-23,2012-08-16T00:00:00Z,2012-08-23T00:00:00Z
20120706RINAP,https://www.abc6.com/story/18962837/pawtucket-police-investigate-shooting-behind-fire-station,,,3,2012-07-06,Summer,Nathaniel Greene Elementary School,Pawtucket,RI,Elementary,Beside Building,Outside on School Property,No,Night,3:00 AM,20YOM shot and killed behind school,20YOM shot and killed by 20YOM behind elementary school following ongoing dispute with the shooter.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,,No,2012,7,6,2012-07-13,2012-07-06T00:00:00Z,2012-07-13T00:00:00Z
20120525NCMAC,http://www.dailytarheel.com/article/2014/10/man-pleads-guilty-of-murder-in-scroggs-elementary-shooting,5-10,Local,3,2012-05-25,Spring,Mary Scroggs Elementary School,Chapel Hill,NC,Elementary,Parking Lot,Outside on School Property,Yes,Dismissal,2:04 PM,Killed estranged wife at school,"Suspect shot his estranged wife in the face multiple times at the school where their children attended, as she was going to pick them up. In an earlier incident he allegedly trapped victim at home after she told him she wanted a divorce, but she escaped and went to the neighbors. Victim had obtained a domestic violence protective order against shooter and he was prohibited from possessing firearms. The protective order states that Cherfaoui had threatened to kill his wife if she took the children and said that he was willing to be a martyr for his children. Shooter and victim were involved in a divorce, custody and child support battle at the time of the shooting. Shooter is prohibited from contacting his children.",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,,2012,5,25,2012-06-01,2012-05-25T00:00:00Z,2012-06-01T00:00:00Z
20120525AZWEA,https://arizonadailyindependent.com/2013/10/12/man-sentenced-for-killing-girlfriend-in-avondale-school-parking-lot/; https://www.newspapers.com/image/517463636/?terms=shot%2Bin%2Bhigh%2Bschool%2Bparking%2Blot; https://www.newspapers.com/image/120972968/; https://www.dailymail.co.uk/news/article-2150456/Takesha-Barnes-Mother-killed-boyfriend-attends-daughters-graduation.html; https://casetext.com/case/state-v-moton-21,,,5,2012-05-25,Spring,West View High School,Avondale,AZ,High,Parking Lot,Outside on School Property,Yes,School Event,1:55 PM,Domestic violence,"Victim was in relationship with shooter marred by domestic violence. Victim was at high school with her children attending 8th grade promotion ceremony for her daughter. Upon leaving victim asked security guard to escort her and herr to her vehicle out of fear she would be attacked. While escorting, security guard saw shooter hiding behind cars - told victim to lock herself in her car and flee. Shooter pulled handgun from waistband and began chasing victim through parking lot. Victim got into vehicle but it wouldn't start. Shooter walked to driver's side of vehicle and shot victim several times. He fled on motorcycle, was later arrested and sentenced. ",Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,5,No,2012,5,25,2012-06-01,2012-05-25T00:00:00Z,2012-06-01T00:00:00Z
20120401ARKIR,https://5newsonline.com/2012/04/02/rogers-police-investigate-shooting/  http://www.arkansasonline.com/news/2012/apr/02/rogers-police-investigate-shooting/,1-5,Local,2,2012-04-01,Spring,Kirksey Middle School,Rogers,AR,Middle,Parking Lot,Outside on School Property,No,Evening,9:58 PM,Fight in school parking lot,"Shooter and victim met at the middle school parking lot to fight - during the fight, shooter shot several rounds, one of which hit victim in the foot. Victim was later taken to hospital, treated and released. Shooter was also taken to hospital after he was beaten up by others on the scene after firing shots. Shooter was eventually arrested and charged. ",Escalation of Dispute,Both,No,No,No,No,No,No,No,No,<5,,2012,4,1,2012-04-08,2012-04-01T00:00:00Z,2012-04-08T00:00:00Z
20120315ALLEM,http://blog.al.com/live/2013/06/mobile_teens_to_be_tried_as_ad.html  http://blog.al.com/live/2012/03/leflore_high_shooting_teen_arr.html  http://blog.al.com/live/2012/05/second_youth_charged_in_connec.html,1-5,Local,1,2012-03-15,Spring,LeFlore High School,Mobile,AL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,10:50 AM,Targeted gang shooting in school,"3 suspects dressed in the school uniforms entered school property. After locating the target they were after, they chased both him and another student trying to help get victim get away. One of the suspects shot at the victim several times but only hit a parked car. The suspects were later identified, and the shooter turned himself in. The judge in the case denied treating the shooter as a youthful offender because of his juvenile criminal record. ",Escalation of Dispute,Victims Targeted,Yes,No,No,No,No,No,Yes,No,,,2012,3,15,2012-03-22,2012-03-15T00:00:00Z,2012-03-22T00:00:00Z
20120306FLEPJ,http://www.jacksonville.com/article/20120420/NEWS/801254519,11-100,International,2,2012-03-06,Spring,Episcopal School of Jacksonville,Jacksonville,FL,Unknown,Office,Inside School Building,Yes,Afternoon Classes,1:15 PM,Fired teacher killed principal and self,"Teacher (shooter) was fired for incompetence earlier that day and returned to the school later, entering the principal's office through the unlocked back door. Shooter was carrying an AK-47, which he transported in a guitar case. He shot and killed the principle and then killed himself. The other teacher in the room was not hurt. Police found 11 shell casings, a loaded rifle clip with 30 rounds inside and a plastic bag with 32 more bullets. Police searched his home and did not find any evidence for planning, only a gun show event circled on the calendar. Students reported he had talked about bringing guns to school. He was a Spanish teacher but had started teaching about Marxism and ranting during class.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,<5,Yes,2012,3,6,2012-03-13,2012-03-06T00:00:00Z,2012-03-13T00:00:00Z
20120227OHCHC,http://www.nydailynews.com/news/national/ohio-teen-faces-life-prison-shooting-rampage-left-high-school-students-dead-article-1.1292702 https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,National,5,2012-02-27,Winter,Chardon High School,Chardon,OH,High,Cafeteria,Inside School Building,Yes,School Start,7:30 AM,"Planned attack, fired at random victims then walked out of school to surrender to police","Shooter was troubled student who had been sent to alternative school. Walked into the cafeteria of his former high school and began firing a handgun at random students. After the shooting he walked outside and sat on the side of the road until police arrived. He reported that he had no reason for picking any of them and he aimed for their heads to reduce pain. Wrote ""killer"" on his white t-shirt during trial, made obscene statements and gestures to the victims' families and smirked the whole time. Shooter pleads guilty and was sentenced to life without parole. Shooter escaped from prison 2 years later but was recaptured. ",Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,,Yes,2012,2,27,2012-03-05,2012-02-27T00:00:00Z,2012-03-05T00:00:00Z
20120222WAARB,https://www.kitsapsun.com/story/news/2021/06/16/nine-years-after-being-shot-bremerton-classroom-amina-headed-college/7707334002/ ttp://archive.kitsapsun.com/news/code-911/student-shot-at-armin-jahr-elementary-school-in-bremerton-ep-417752434-356869261.html,11,National,5,2012-02-22,Winter,Armin Jahr Elementary School,Bremerton,WA,Elementary,Hallway,Inside School Building,Yes,Dismissal,13:30:00,Accidental discharge in backpack,"Shooter (student) stole the gun from a dresser drawer in his mother's home and brought it to school because he feared other students. The gun accidentally discharged from the backpack and injured a female student. The bullet broke her arm and struck her spine. Both boys were charged, as well as the shooter's mother and her boyfriend for keeping accessible guns in the house. ",Accidental,Random Shooting,Yes,No,No,No,Yes,No,No,No,1,No,2012,2,22,2012-02-29,2012-02-22T00:00:00Z,2012-02-29T00:00:00Z
20120210NHWAW,https://www.cbsnews.com/news/14-year-old-shoots-self-in-nh-school-cafeteria/,11-100,National,2,2012-02-10,Winter,Walpole Elementary School,Walpole,NH,Elementary,Cafeteria,Inside School Building,Yes,Lunch,11:00 AM,Attempted suicide in cafeteria,"14YOM student shot himself with (allegedly) a shotgun at the cafeteria and was taken to the hospital. Another student reported shooter has been passing notes claiming that he was depressed, some students mentioned he had girlfriend issues.",Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,,2012,2,10,2012-02-17,2012-02-10T00:00:00Z,2012-02-17T00:00:00Z
20120110TXNOH,https://www.chron.com/news/houston-texas/article/Teen-shot-at-North-Forest-High-School-2457718.php,5-10,Local,2,2012-01-10,Winter,North Forest High School,Houston,TX,High,Hallway,Inside School Building,Yes,Afternoon Classes,12:30 PM,Shot bully during dispute,18 YOM shot a 16 YOM in the leg during a dispute. Police reported that a fight between a group of students began outside the school and continued inside of the school. Shooter was quickly apprehended by a teacher who is also a police officer. The school has metal detectors and frequent issues with firearms and violence. Backpacks that are not clear are prohibited. Shooter claimed he was being bullied and was in fear for his life. Shooter's family supported the claim and said school officials knew about it and that the shooter had been under attack by 3 other students and one of them punched him. No records were found for filing complaints but a student confirmed shooter was being bullied.,Bullying,Both,No,No,No,No,,No,No,No,1,,2012,1,10,2012-01-17,2012-01-10T00:00:00Z,2012-01-17T00:00:00Z
20120104TXCUB,https://www.mysanantonio.com/news/local_news/article/Deadly-day-in-Brownsville-2440652.php,,Regional,2,2012-01-04,Winter,Cummings Middle School,Brownsville,TX,Middle,Hallway,Inside School Building,Yes,School Start,8:00 AM,Police officer killed student holding airsoft pistol,Student was holding an airsoft pistol that looked like a real firearm. Student refused the orders from the police officer to drop the weapon. The student pointed the weapon at the officer and the officer fired twice killing him.,Self-defense,Neither,No,No,No,Yes,,,,,2,,2012,1,4,2012-01-11,2012-01-04T00:00:00Z,2012-01-11T00:00:00Z
